axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.RS62.theta_log_1163._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1163,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1648,40610,489,"24-term series, ~1624 halving steps, argument ~489 decimal digits"
MathExtras.RS62.theta_log_1171._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1171,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1658,165071,492,"100-term series, ~1634 halving steps, argument ~492 decimal digits"
MathExtras.RS62.theta_log_1181._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1181,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1668,207186,495,"125-term series, ~1644 halving steps, argument ~495 decimal digits"
MathExtras.RS62.theta_log_1187._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1187,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1678,41357,498,"24-term series, ~1654 halving steps, argument ~498 decimal digits"
MathExtras.RS62.theta_log_1193._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1193,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1688,168091,501,"100-term series, ~1664 halving steps, argument ~501 decimal digits"
MathExtras.RS62.theta_log_1201._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1201,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1698,210953,504,"125-term series, ~1674 halving steps, argument ~504 decimal digits"
MathExtras.RS62.theta_log_1213._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1213,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1708,170104,507,"100-term series, ~1684 halving steps, argument ~507 decimal digits"
MathExtras.RS62.theta_log_1217._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1217,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1718,42354,510,"24-term series, ~1694 halving steps, argument ~510 decimal digits"
MathExtras.RS62.theta_log_1223._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1223,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1728,42603,513,"24-term series, ~1704 halving steps, argument ~513 decimal digits"
MathExtras.RS62.theta_log_1229._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1229,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1738,173124,516,"100-term series, ~1714 halving steps, argument ~516 decimal digits"
MathExtras.RS62.theta_log_1231._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1231,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1748,43101,519,"24-term series, ~1724 halving steps, argument ~519 decimal digits"
MathExtras.RS62.theta_log_1237._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1237,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1758,43350,522,"24-term series, ~1734 halving steps, argument ~522 decimal digits"
MathExtras.RS62.theta_log_1249._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1249,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1771,43682,526,"24-term series, ~1747 halving steps, argument ~526 decimal digits"
MathExtras.RS62.theta_log_1259._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1259,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1781,177485,529,"100-term series, ~1757 halving steps, argument ~529 decimal digits"
MathExtras.RS62.theta_log_1277._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1277,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1791,44181,532,"24-term series, ~1767 halving steps, argument ~532 decimal digits"
MathExtras.RS62.theta_log_1279._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1279,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1801,44430,535,"24-term series, ~1777 halving steps, argument ~535 decimal digits"
MathExtras.RS62.theta_log_1283._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1283,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1811,44679,538,"24-term series, ~1787 halving steps, argument ~538 decimal digits"
MathExtras.RS62.theta_log_1289._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1289,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1821,91654,541,"50-term series, ~1797 halving steps, argument ~541 decimal digits"
MathExtras.RS62.theta_log_1291._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1291,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1831,45177,544,"24-term series, ~1807 halving steps, argument ~544 decimal digits"
MathExtras.RS62.theta_log_1297._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1297,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1841,45426,547,"24-term series, ~1817 halving steps, argument ~547 decimal digits"
MathExtras.RS62.theta_log_1301._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1301,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1851,45676,550,"24-term series, ~1827 halving steps, argument ~550 decimal digits"
MathExtras.RS62.theta_log_1303._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1303,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1864,231881,554,"125-term series, ~1840 halving steps, argument ~554 decimal digits"
MathExtras.RS62.theta_log_1307._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1307,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1874,46257,557,"24-term series, ~1850 halving steps, argument ~557 decimal digits"
MathExtras.RS62.theta_log_1319._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1319,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1884,187886,560,"100-term series, ~1860 halving steps, argument ~560 decimal digits"
MathExtras.RS62.theta_log_1321._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1321,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1894,235648,563,"125-term series, ~1870 halving steps, argument ~563 decimal digits"
MathExtras.RS62.theta_log_1327._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1327,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1904,47004,566,"24-term series, ~1880 halving steps, argument ~566 decimal digits"
MathExtras.RS62.theta_log_1361._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1361,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1914,238160,569,"125-term series, ~1890 halving steps, argument ~569 decimal digits"
MathExtras.RS62.theta_log_1367._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1367,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1924,47503,572,"24-term series, ~1900 halving steps, argument ~572 decimal digits"
MathExtras.RS62.theta_log_1373._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1373,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1934,47752,575,"24-term series, ~1910 halving steps, argument ~575 decimal digits"
MathExtras.RS62.theta_log_1381._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1381,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1947,48084,579,"24-term series, ~1923 halving steps, argument ~579 decimal digits"
MathExtras.RS62.theta_log_1399._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1399,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1957,243601,582,"125-term series, ~1933 halving steps, argument ~582 decimal digits"
MathExtras.RS62.theta_log_1409._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_1409,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1967,48582,585,"24-term series, ~1943 halving steps, argument ~585 decimal digits"
MathExtras.RS62.theta_log_283._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_283,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",415,9799,118,"24-term series, ~391 halving steps, argument ~118 decimal digits"
MathExtras.RS62.theta_log_293._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_293,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",425,10048,121,"24-term series, ~401 halving steps, argument ~121 decimal digits"
MathExtras.RS62.theta_log_307._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_307,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",432,41267,123,"100-term series, ~408 halving steps, argument ~123 decimal digits"
MathExtras.RS62.theta_log_311._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_311,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",442,10463,126,"24-term series, ~418 halving steps, argument ~126 decimal digits"
MathExtras.RS62.theta_log_313._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_313,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",449,53575,128,"125-term series, ~425 halving steps, argument ~128 decimal digits"
MathExtras.RS62.theta_log_317._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_317,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",459,10879,131,"24-term series, ~435 halving steps, argument ~131 decimal digits"
MathExtras.RS62.theta_log_331._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_331,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",465,11045,133,"24-term series, ~441 halving steps, argument ~133 decimal digits"
MathExtras.RS62.theta_log_337._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_337,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",475,11294,136,"24-term series, ~451 halving steps, argument ~136 decimal digits"
MathExtras.RS62.theta_log_347._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_347,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",482,11460,138,"24-term series, ~458 halving steps, argument ~138 decimal digits"
MathExtras.RS62.theta_log_349._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_349,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",492,59016,141,"125-term series, ~468 halving steps, argument ~141 decimal digits"
MathExtras.RS62.theta_log_353._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_353,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",499,11875,143,"24-term series, ~475 halving steps, argument ~143 decimal digits"
MathExtras.RS62.theta_log_359._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_359,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",508,12124,146,"24-term series, ~484 halving steps, argument ~146 decimal digits"
MathExtras.RS62.theta_log_367._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_367,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",518,12374,149,"24-term series, ~494 halving steps, argument ~149 decimal digits"
MathExtras.RS62.theta_log_373._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_373,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",525,12540,151,"24-term series, ~501 halving steps, argument ~151 decimal digits"
MathExtras.RS62.theta_log_379._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_379,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",535,26090,154,"50-term series, ~511 halving steps, argument ~154 decimal digits"
MathExtras.RS62.theta_log_383._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_383,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",542,12955,156,"24-term series, ~518 halving steps, argument ~156 decimal digits"
MathExtras.RS62.theta_log_389._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_389,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",552,66550,159,"125-term series, ~528 halving steps, argument ~159 decimal digits"
MathExtras.RS62.theta_log_397._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_397,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",562,67806,162,"125-term series, ~538 halving steps, argument ~162 decimal digits"
MathExtras.RS62.theta_log_401._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_401,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",568,13619,164,"24-term series, ~544 halving steps, argument ~164 decimal digits"
MathExtras.RS62.theta_log_409._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_409,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",578,13868,167,"24-term series, ~554 halving steps, argument ~167 decimal digits"
MathExtras.RS62.theta_log_419._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_419,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",585,14035,169,"24-term series, ~561 halving steps, argument ~169 decimal digits"
MathExtras.RS62.theta_log_421._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_421,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",595,14855,172,"25-term series, ~571 halving steps, argument ~172 decimal digits"
MathExtras.RS62.theta_log_431._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_431,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",605,73247,175,"125-term series, ~581 halving steps, argument ~175 decimal digits"
MathExtras.RS62.theta_log_433._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_433,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",611,74085,177,"125-term series, ~587 halving steps, argument ~177 decimal digits"
MathExtras.RS62.theta_log_439._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_439,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",621,14948,180,"24-term series, ~597 halving steps, argument ~180 decimal digits"
MathExtras.RS62.theta_log_443._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_443,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",631,15197,183,"24-term series, ~607 halving steps, argument ~183 decimal digits"
MathExtras.RS62.theta_log_449._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_449,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",638,15363,185,"24-term series, ~614 halving steps, argument ~185 decimal digits"
MathExtras.RS62.theta_log_457._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_457,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",648,31850,188,"50-term series, ~624 halving steps, argument ~188 decimal digits"
MathExtras.RS62.theta_log_461._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_461,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",658,15862,191,"24-term series, ~634 halving steps, argument ~191 decimal digits"
MathExtras.RS62.theta_log_463._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_463,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",665,32697,193,"50-term series, ~641 halving steps, argument ~193 decimal digits"
MathExtras.RS62.theta_log_467._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_467,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",675,16277,196,"24-term series, ~651 halving steps, argument ~196 decimal digits"
MathExtras.RS62.theta_log_479._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_479,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",685,83293,199,"125-term series, ~661 halving steps, argument ~199 decimal digits"
MathExtras.RS62.theta_log_487._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_487,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",691,16692,201,"24-term series, ~667 halving steps, argument ~201 decimal digits"
MathExtras.RS62.theta_log_491._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_491,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",701,16941,204,"24-term series, ~677 halving steps, argument ~204 decimal digits"
MathExtras.RS62.theta_log_499._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_499,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",711,17190,207,"24-term series, ~687 halving steps, argument ~207 decimal digits"
MathExtras.RS62.theta_log_503._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_503,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",718,17356,209,"24-term series, ~694 halving steps, argument ~209 decimal digits"
MathExtras.RS62.theta_log_509._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_509,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",728,14789,212,"20-term series, ~704 halving steps, argument ~212 decimal digits"
MathExtras.RS62.theta_log_521._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_521,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",738,17855,215,"24-term series, ~714 halving steps, argument ~215 decimal digits"
MathExtras.RS62.theta_log_523._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_523,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",744,18021,217,"24-term series, ~720 halving steps, argument ~217 decimal digits"
MathExtras.RS62.theta_log_541._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_541,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",754,92083,220,"125-term series, ~730 halving steps, argument ~220 decimal digits"
MathExtras.RS62.theta_log_547._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_547,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",764,18519,223,"24-term series, ~740 halving steps, argument ~223 decimal digits"
MathExtras.RS62.theta_log_557._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_557,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",774,18768,226,"24-term series, ~750 halving steps, argument ~226 decimal digits"
MathExtras.RS62.theta_log_563._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_563,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",781,18934,228,"24-term series, ~757 halving steps, argument ~228 decimal digits"
MathExtras.RS62.theta_log_569._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_569,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",791,77503,231,"100-term series, ~767 halving steps, argument ~231 decimal digits"
MathExtras.RS62.theta_log_571._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_571,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",801,20210,234,"25-term series, ~777 halving steps, argument ~234 decimal digits"
MathExtras.RS62.theta_log_577._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_577,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",811,99198,237,"125-term series, ~787 halving steps, argument ~237 decimal digits"
MathExtras.RS62.theta_log_587._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_587,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",817,19848,239,"24-term series, ~793 halving steps, argument ~239 decimal digits"
MathExtras.RS62.theta_log_593._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_593,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",827,20097,242,"24-term series, ~803 halving steps, argument ~242 decimal digits"
MathExtras.RS62.theta_log_599._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_599,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",837,82200,245,"100-term series, ~813 halving steps, argument ~245 decimal digits"
MathExtras.RS62.theta_log_601._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_601,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",847,20595,248,"24-term series, ~823 halving steps, argument ~248 decimal digits"
MathExtras.RS62.theta_log_607._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_607,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",857,20844,251,"24-term series, ~833 halving steps, argument ~251 decimal digits"
MathExtras.RS62.theta_log_613._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_613,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",864,21011,253,"24-term series, ~840 halving steps, argument ~253 decimal digits"
MathExtras.RS62.theta_log_617._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_617,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",874,21260,256,"24-term series, ~850 halving steps, argument ~256 decimal digits"
MathExtras.RS62.theta_log_619._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_619,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",884,21509,259,"24-term series, ~860 halving steps, argument ~259 decimal digits"
